"uid","uname","bid","course","lid","chapter","total_attempt","total_error","accuracy"
"212622","ohithere","17841","The Checkmate Patterns Manual","11","25. Double bishops mate","26","2","92.31"
"212622","ohithere","17841","The Checkmate Patterns Manual","12","19. Dovetail mate / Cozio's mate","47","9","80.85"
"212622","ohithere","17841","The Checkmate Patterns Manual","15","28. Epaulette mate","25","5","80"
"212622","ohithere","17841","The Checkmate Patterns Manual","16","5. Greco's mate","105","9","91.43"
"212622","ohithere","17841","The Checkmate Patterns Manual","17","7. Hook mate","60","8","86.67"
"212622","ohithere","17841","The Checkmate Patterns Manual","18","32. Kill box mate","45","6","86.67"
"212622","ohithere","17841","The Checkmate Patterns Manual","19","30. Lawnmower mate","75","11","85.33"
"212622","ohithere","17841","The Checkmate Patterns Manual","23","12. Morphy's mate","34","4","88.24"
"212622","ohithere","17841","The Checkmate Patterns Manual","24","14. Opera mate / Mayet's mate","36","4","88.89"
"212622","ohithere","17841","The Checkmate Patterns Manual","25","21. David & Goliath mate / Pawn mate","57","10","82.46"
"212622","ohithere","17841","The Checkmate Patterns Manual","26","13. Pillsbury's mate","28","3","89.29"
"212622","ohithere","17841","The Checkmate Patterns Manual","29","27. Blind swine mate (rooks on the 7th rank)","13","0","100"
"212622","ohithere","17841","The Checkmate Patterns Manual","31","9. Smothered mate","58","1","98.28"
"212622","ohithere","17841","The Checkmate Patterns Manual","32","10. Suffocation mate","37","3","91.89"
"212622","ohithere","17841","The Checkmate Patterns Manual","33","20. Swallow's tail mate / Guéridon mate","40","7","82.5"
"212622","ohithere","17841","The Checkmate Patterns Manual","34","31. Triangle mate","42","7","83.33"
"212622","ohithere","17841","The Checkmate Patterns Manual","35","8. Vuković's mate","73","15","79.45"
"212622","ohithere","17841","The Checkmate Patterns Manual","42","34. Puzzles: Warm-up","197","22","88.83"
"212622","ohithere","17841","The Checkmate Patterns Manual","44","17. Max Lange's mate","39","7","82.05"
"212622","ohithere","17841","The Checkmate Patterns Manual","45","33. Mate in the opening","23","2","91.3"
"212622","ohithere","17841","The Checkmate Patterns Manual","46","15. Lolli's mate","31","5","83.87"
"212622","ohithere","17841","The Checkmate Patterns Manual","47","24. Double knights mate","27","4","85.19"
"212622","ohithere","17841","The Checkmate Patterns Manual","48","26. Blackburne's mate","15","3","80"
"212622","ohithere","17841","The Checkmate Patterns Manual","53","3. Basic Test","195","13","93.33"
"212622","ohithere","21302","Smithy's Opening Fundamentals","12","2. Section I - General Principles","129","21","83.72"
"212622","ohithere","28333","The Jobava London System","1","1. Introduction: Common Ideas for White","7104","274","96.14"
"212622","ohithere","28333","The Jobava London System","3","3. Theory 1 (3... c5)","4826","192","96.02"
"212622","ohithere","28333","The Jobava London System","23","22. Theory 11-13 (3... Bb4, 2... Bb4 and 1... c5)","768","32","95.83"
"212622","ohithere","29129","Short & Sweet: The Jobava London System","0","1. S&S The Jobava London","5031","334","93.36"
"212622","ohithere","30136","Short & Sweet: The Magnus Sicilian","0","1. S&S: The Magnus Sicilian","3549","277","92.19"
"212622","ohithere","33597","Endgame Bootcamp with John Bartholomew","0","3. Philidor's Position","1130","47","95.84"
"212622","ohithere","33597","Endgame Bootcamp with John Bartholomew","1","1. Opposition","243","9","96.3"
"212622","ohithere","33597","Endgame Bootcamp with John Bartholomew","2","2. Key Squares","344","7","97.97"
"212622","ohithere","33597","Endgame Bootcamp with John Bartholomew","3","4. The Lucena Position","513","18","96.49"
"212622","ohithere","33597","Endgame Bootcamp with John Bartholomew","4","5. Magnus's Mistake","1058","60","94.33"
"212622","ohithere","34082","Short & Sweet: Queen's Gambit Declined","0","1. S&S: Queen's Gambit Declined","52","2","96.15"
"212622","ohithere","38627","Short & Sweet: Fischer Random Chess","0","2. Wesley So vs. Magnus Carlsen","10","2","80"
"212622","ohithere","38627","Short & Sweet: Fischer Random Chess","1","3. Intro to Tactics","79","19","75.95"
"212622","ohithere","38627","Short & Sweet: Fischer Random Chess","2","1. Introduction","7","1","85.71"
"212622","ohithere","42325","Double-sided Mates in 1","8","6. Queen Mates in 1","18","4","77.78"
"212622","ohithere","42325","Double-sided Mates in 1","9","3. Knight Mates in 1","16","2","87.5"
"212622","ohithere","42325","Double-sided Mates in 1","10","5. Rook Mates in 1","14","0","100"
"212622","ohithere","42325","Double-sided Mates in 1","11","4. Bishop Mates in 1","14","0","100"
"212622","ohithere","42325","Double-sided Mates in 1","12","2. Pawn Mates in 1","24","0","100"
"212622","ohithere","42325","Double-sided Mates in 1","13","7. Random Mates in 1","31","1","96.77"
"212622","ohithere","45122","Basic Checkmate Patterns","0","1. Lesson One","43","1","97.67"
"212622","ohithere","45122","Basic Checkmate Patterns","1","2. Lesson Two","47","5","89.36"
"212622","ohithere","45122","Basic Checkmate Patterns","2","3. Lesson Three","21","1","95.24"
"212622","ohithere","45122","Basic Checkmate Patterns","3","4. Lesson Four","18","2","88.89"
"212622","ohithere","45122","Basic Checkmate Patterns","4","5. Lesson Five","21","2","90.48"
"212622","ohithere","48213","Chessable Tutorial Checkmate Patterns","0","1. Main Level","22","5","77.27"
"212622","ohithere","48780","Welcome - Lesson 3: Tactics","0","1. Main Level","22","6","72.73"
"212622","ohithere","48857","Welcome - Lesson 2: Strategy & Pawn Play","0","1. Main Level","16","5","68.75"
"212622","ohithere","48858","Welcome - Lesson 4: Opera House Game","0","1. Main Level","263","16","93.92"
"212622","ohithere","51081","Short & Sweet: Queen's Gambit Accepted","0","S&S: Queen's Gambit Accepted","58","6","89.66"
"212622","ohithere","53131","Short & Sweet: Sethuraman's 1.e4 e5","0","S&S: Sethuraman's 1.e4 e5","283","26","90.81"
"212622","ohithere","55082","Short & Sweet: Taimanov Sicilian","0","Main Level","90","9","90"
"212622","ohithere","55720","Chessable Challenge","1"," Advanced Checkmates","24","2","91.67"
"212622","ohithere","55720","Chessable Challenge","2","Opening Disasters and Traps","54","12","77.78"
"212622","ohithere","55720","Chessable Challenge","3","Advanced Tactics","10","3","70"
"212622","ohithere","57233","Winning Chess Brilliancies: Free Lesson","1","Slaying the Dragon","45","4","91.11"
"212622","ohithere","67152","Winning Chess Endings: Free Lesson","0","Winning Chess Endings: Free Lesson","42","2","95.24"
"212622","ohithere","68285","Simon's Tactics","0","Simon's Tactics: Day 1","9","4","55.56"
"212872","rainer59k","2033","Essential endings: Mating with B+N","0","1. Introduction","185","0","100"
"212872","rainer59k","2033","Essential endings: Mating with B+N","1","2. Practicing","130","0","100"
"212872","rainer59k","6371","Basic Endgames","0","1. Main Level","51","0","100"
"212872","rainer59k","6371","Basic Endgames","1","2. Pawn Endgames","1009","14","98.61"
"212872","rainer59k","6371","Basic Endgames","2","3. Mating with Q+K v K","197","1","99.49"
"212872","rainer59k","6371","Basic Endgames","3","4. Queen v pawn","126","0","100"
"212872","rainer59k","6371","Basic Endgames","4","6. Rook endings","1369","36","97.37"
"212872","rainer59k","6371","Basic Endgames","5","5. Mating with king and rook.","39","1","97.44"
"212872","rainer59k","6371","Basic Endgames","6","7. Bishop v  pawn (s)","216","2","99.07"
"212872","rainer59k","6371","Basic Endgames","7","8. Opposite colour bishop endings","100","2","98"
"212872","rainer59k","6371","Basic Endgames","8","9. Same colour bishop endings","232","12","94.83"
"212872","rainer59k","6371","Basic Endgames","9","10. Mating with 2 bishops","55","3","94.55"
"212872","rainer59k","6371","Basic Endgames","10","11. Knight Endings","27","0","100"
"212872","rainer59k","13565","V for von Hennig-Schara: Black's Best Gambit against 1.d4","0","Introduction","18","0","100"
"212872","rainer59k","13565","V for von Hennig-Schara: Black's Best Gambit against 1.d4","1","2. 5. Qxd4, Sidelines","136","2","98.53"
"212872","rainer59k","35319","Short & Sweet: Semi-Slav","0","1. S&S: The Semi-Slav","824","17","97.94"
"212872","rainer59k","39554","Lifetime Repertoires: Black vs the English, Réti and sidelines","0","1. Introduction","47","3","93.62"
"212872","rainer59k","39554","Lifetime Repertoires: Black vs the English, Réti and sidelines","1","2. Random First Moves","977","84","91.4"
"212872","rainer59k","39554","Lifetime Repertoires: Black vs the English, Réti and sidelines","2","3. 1. b3 d5","932","96","89.7"
"212872","rainer59k","39554","Lifetime Repertoires: Black vs the English, Réti and sidelines","3","4. Standard Panov 5... g6","763","53","93.05"
"212872","rainer59k","39554","Lifetime Repertoires: Black vs the English, Réti and sidelines","6","7. Extraneous 3rd Moves","69","0","100"
"212872","rainer59k","39554","Lifetime Repertoires: Black vs the English, Réti and sidelines","7","8. Meran Without d4","195","1","99.49"
"212872","rainer59k","39554","Lifetime Repertoires: Black vs the English, Réti and sidelines","8","9. Reti with early c4","409","8","98.04"
"212872","rainer59k","39554","Lifetime Repertoires: Black vs the English, Réti and sidelines","11","11. 1. Nf3 d5 2. g3 g6 without d4","224","2","99.11"
"212872","rainer59k","39554","Lifetime Repertoires: Black vs the English, Réti and sidelines","12","12. 1. Nf3 d5 2. g3 g6 with d4","297","7","97.64"
"212872","rainer59k","39554","Lifetime Repertoires: Black vs the English, Réti and sidelines","14","5. Pseudo-Panov 5. Qa4+","206","3","98.54"
"212872","rainer59k","39554","Lifetime Repertoires: Black vs the English, Réti and sidelines","15","6. Pseudo-Panov sidelines","143","1","99.3"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","2","1. 2nd Move Options #1","900","9","99"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","3","3. The Nc3 Sicilian","1096","14","98.72"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","4","4. The Anti Sicilians (3. g3, 3. d3)","588","2","99.66"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","5","5. The Anti Sicilians (3. c4)","308","5","98.38"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","6","6. The Anti Sicilians (3. b3)","769","17","97.79"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","7","7. The Alapin (Nf6)","1793","21","98.83"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","8","8. 5th Move Options (5. Nb5)","710","10","98.59"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","9","9. 5th Move Options (5. Nxc6)","150","0","100"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","10","10. 5th Move Options (5. c4)","380","1","99.74"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","11","11. 6th Move Options (6. Ndb5)","116","1","99.14"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","12","12. 6th Move Options (g3 systems)","880","22","97.5"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","13","13. 6th Move Options (6. Qd3, 6. g4 & Alternatives)","789","6","99.24"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","14","14. 6th Move Options (6. f4)","1490","48","96.78"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","15","2. 2nd Move Options #2","836","10","98.8"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","16","15. 7th Move Options (7. a3)","519","6","98.84"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","17","16. 7th Move Options (7. f4)","341","4","98.83"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","18","17. 7th Move Options (7. Bd3)","657","4","99.39"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","19","19. 7th Move Options (7. Qf3 with 9. Qg3 and 10. f4)","344","13","96.22"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","28","18. 7th Move Options (7. Qf3 Alternatives)","1412","83","94.12"
"212872","rainer59k","45749","Lifetime Repertoires: Taimanov Sicilian","30","Quickstarter","1541","28","98.18"
"212872","rainer59k","51828","Short & Sweet: Torre Attack","0","S&S: The Torre Attack","823","23","97.21"
"212872","rainer59k","51860","Short & Sweet: Ruy Lopez: Exchange","1","Main Level","422","5","98.82"
"212872","rainer59k","51996","Short & Sweet: Botvinnik English","0","Main Level","1266","66","94.79"
"212872","rainer59k","52033","S&S: The 2. Nc3 Sicilian","0","Short & Sweet: Butcher the Sicilian","434","11","97.47"
"212872","rainer59k","52087","Short & Sweet: Panov-Botvinnik","7","Short & Sweet: Panov-Botvinnik","203","5","97.54"
"212872","rainer59k","62034","Short & Sweet: 1. c4 / 1. Nf3 ","0","S&S: 1. c4/1. Nf3","255","6","97.65"
"212876","likothecat","1073","Morphy's Opera House Game","0","1. Main Level","149","5","96.64"
"212876","likothecat","13348","Common Chess Patterns","1","2. Knight Patterns","1156","110","90.48"
"212876","likothecat","16475","Knights on the Attack","0","2. Knight moves","287","16","94.43"
"212876","likothecat","19145","The Fundamentals 1: Build Up Your Chess","1","2. Mating Motifs 1","615","12","98.05"
"212876","likothecat","19145","The Fundamentals 1: Build Up Your Chess","2","3. Mating Motifs 2","1013","39","96.15"
"212876","likothecat","19145","The Fundamentals 1: Build Up Your Chess","3","4. Basic Opening Principles","581","35","93.98"
"212876","likothecat","19145","The Fundamentals 1: Build Up Your Chess","4","5. Simple Pawn Endings","1058","33","96.88"
"212876","likothecat","19145","The Fundamentals 1: Build Up Your Chess","5","6. Double Check","496","23","95.36"
"212876","likothecat","19145","The Fundamentals 1: Build Up Your Chess","6","7. The Value Of The Pieces","390","26","93.33"
"212876","likothecat","25695","Visualise 1","1","2. Visualise 1 Move Ahead","12","0","100"
"212876","likothecat","27081","Chess Basics","0","6. Bishop Tactics","51","0","100"
"212876","likothecat","27081","Chess Basics","1","4. Pawn Tactics","34","1","97.06"
"212876","likothecat","27081","Chess Basics","2","5. Knight Tactics","58","1","98.28"
"212876","likothecat","27081","Chess Basics","3","3. Checkmate","406","43","89.41"
"212876","likothecat","27081","Chess Basics","4","9. Stalemate","27","0","100"
"212876","likothecat","27081","Chess Basics","5","11. Exercises","102","12","88.24"
"212876","likothecat","27081","Chess Basics","6","12. Difficult Exercises ","50","11","78"
"212876","likothecat","27081","Chess Basics","7","10. Defense","38","5","86.84"
"212876","likothecat","27081","Chess Basics","8","1. Introduction","4","0","100"
"212876","likothecat","27081","Chess Basics","9","2. Capture","124","4","96.77"
"212876","likothecat","27081","Chess Basics","10","7. Rook Tactics","42","3","92.86"
"212876","likothecat","27081","Chess Basics","11","8. Queen Tactics","60","3","95"
"212876","likothecat","30136","Short & Sweet: The Magnus Sicilian","0","1. S&S: The Magnus Sicilian","839","84","89.99"
"212876","likothecat","30270","Tutorial: Fight Like Magnus","0","1. Main Level","79","8","89.87"
"212876","likothecat","33597","Endgame Bootcamp with John Bartholomew","0","3. Philidor's Position","251","17","93.23"
"212876","likothecat","33597","Endgame Bootcamp with John Bartholomew","1","1. Opposition","115","1","99.13"
"212876","likothecat","33597","Endgame Bootcamp with John Bartholomew","2","2. Key Squares","136","4","97.06"
"212876","likothecat","34094","Moves Ahead 1: Vision in Calculating Mate","1","2. Two Moves Ahead","22","2","90.91"
"212876","likothecat","34094","Moves Ahead 1: Vision in Calculating Mate","2","3. Three Moves Ahead","40","4","90"
